"eprintid","rev_number","eprint_status","userid","importid","source","dir","datestamp","lastmod","status_changed","type","succeeds","commentary","metadata_visibility","contact_email","latitude","longitude","relation_type","relation_uri","item_issues_id","item_issues_type","item_issues_description","item_issues_timestamp","item_issues_status","item_issues_reported_by","item_issues_resolved_by","item_issues_comment","item_issues_count","sword_depositor","sword_slug","creators_name.family","creators_name.given","creators_name.lineage","creators_name.honourific","creators_nim","creators_id","contributors_name.family","contributors_name.given","contributors_name.lineage","contributors_name.honourific","corp_creators","title","ispublished","subjects","divisions","full_text_status","monograph_type","pres_type","keywords","note","abstract","date","date_type","series","publication","volume","number","publisher","place_of_pub","pagerange","pages","event_title","event_location","event_dates","event_type","id_number","patent_applicant","institution","department","thesis_type","thesis_name","refereed","isbn","issn","book_title","editors_name.family","editors_name.given","editors_name.lineage","editors_name.honourific","editors_id","official_url","related_url_url","related_url_type","referencetext","funders","projects","output_media","num_pieces","composition_type","data_type","pedagogic_type","completion_time","task_purpose","skill_areas","copyright_holders","learning_level","gscholar_impact","gscholar_cluster","gscholar_datestamp"
"21177","24","archive","12",,,"disk0/00/02/11/77","2023-09-06 07:00:38","2023-09-06 07:00:38","2023-09-06 07:00:38","thesis",,,"show",,,,"","","","","","","","","","",,,,"Lumeno","Frischa Prisilia","","","19.61.0162","","Kusnawi","Kusnawi","","","Universitas AMIKOM Yogyakarta","ANALISIS SENTIMEN KOMENTAR PRODUK MOISTURIZER DARI BRAND SKINCARE ”SKINTIFIC” DI APLIKASI TIKTOK DENGAN BIDIRECTIONAL ENCODER REPRESENTATION from TRANSFORMERS (BERT)","pub","000.000.005","if","restricted",,,"Analisis sentimen, BERT, TikTok, Skincare, Skintific",,,"2023-07-24","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23331","24","archive","12",,,"disk0/00/02/33/31","2024-01-08 01:46:03","2024-01-08 01:46:03","2024-01-08 01:46:03","thesis",,,"show",,,,"","","","","","","","","","",,,,"Lundeto","Fikri","","","18.11.2510","","Filza","M. Fairul","","","Universitas AMIKOM Yogyakarta","PERANCANGAN PENGENALAN KOMPONEN JARINGAN
DENGAN MENGGUNAKAN METODE AUGMENTED
REALITY BERBASIS ANDROID","pub","000.000.005","if","restricted",,,"Augmented Reality, Multimedia Development Life Cycle
(MDLC), Komponen Jaringan, Virus Covid-19, Unity 3D.",,"Pembelajaran menggunakan bantuan media teknologi merupakan salah 
satu metode pembelajaran yang menarik dan dianggap efektif karena mampu
belajar dimanapun dan kapanpun hanya dengan bantuan smartphone. Pandemi
Covid-19 telah mengubah berbagai aspek kehidupan manusia saat ini, bahwa
virus Covid-19 adalah wabah penyakit berbahaya. Penyebaran Covid-19
penularannya melalui kontak fisik, untuk memutus mata rantai Covid-19
pemerintah menyarankan agar mengurangi kegiatan secara langsung, seperti
pengenalan komponen jaringan. 
Augmented Reality merupakan teknologi yang digunakan untuk 
merealisasikan dunia virtual ke dalam dunia nyata secara real time. Marker yang
terdapat pada masing – masing perangkat bergambar akan ditangkap oleh kamera
mobile device yang kemudian diproses untuk menampilkan animasi 3D modeling
secara real time. Rancangan ini menggunakan software unity & blender. Modeling
adalah proses pembuatan objek 3D menggunakan blender, unity adalah proses
pembuatan perancangan agar dapat dijalankan. 
Penelitian ini menggunakan metode Multimedia Development Life Cycle 
(MDLC). MDCL terdiri dari enam tahap yaitu pengonsepan (concept),
perancangan (design), pengumpulan materi (material collecting), pembuatan
(assembly), pengujian (testing), dan pendistribusian (distribution). Hasil
perancangan adalah sebuah media pembelajaran untuk pengenalan komponenkomponen
jaringan
dengan
memanfaatkan
Augmented
Reality.","2023-11-24","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20191","23","archive","12",,,"disk0/00/02/01/91","2023-07-08 03:10:00","2023-07-08 03:10:00","2023-07-08 03:10:00","thesis",,,"show",,,,"","","","","","","","","","",,,,"Maarif","Fais Syamsul","","","17.11.1791","","Filza","Muhammad Fairul","","","Universitas AMIKOM Yogyakarta","PERANCANGAN GAME PENGENALAN BUAH MENGGUNAKAN MDLC UNTUK EDUKASI ANAK USIA 4 -5 TAHUN","pub","696","if","restricted",,,"Game edukasi, Android, Pengenalan buah, Anak usia dini, MDLC",,"Pembelajaran pengenalan buah pada anak usia dini memerlukan sebuah fasilitas 
media permainan yang mendidik salah satunya yaitu game edukasi, penelitian ini
bertujuan sebagai fasilitas pembelajaran pengenalan buah yang berbasis MDLC yang
dapat meningkatkan hasil belajar pada anak usia 4 – 5 tahun, serta mengetahui tanggapan
anak usia 4 – 5 tahun terhadap penggunaan game edukasi pengenalana nama buah, dan
mengetahui kelayakan media tersebut sebagai media pembelajaran.
Pengembangan game ini menghasilkan sebuah game edukasi Android yang
memperkenalkan buah - buahan dengan menerapkan elemen game. Pada game ini dibuat
menggunakan metode Multimedia Development Life Cycle (MDLC) yang memiliki 6
tahap yaitu concept, desain, material collecting, assembly, testing dan distribution. 
Penelitian ini menghasilkan aplikasi game edukasi pengenalan nama buah
berbasis android pada anak-anak yang memiliki 2 jenis game yaitu tebak gambar dan
tebak suara, aplikasi ini juga memiliki menu belajar yang berisi kosakata yang dilengkapi
dengan gambar dan audio cara pengucapannya. Tujuan penelitian ini untuk memberikan
wawasan pada anak-anak dalam mengenal buah - buahan dan diharapkan suatu saat anakanak
dapat
mengenalknya
dengan
cepat.","2023-01-17","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"21156","24","archive","12",,,"disk0/00/02/11/56","2023-09-06 06:11:09","2023-09-06 06:11:09","2023-09-06 06:11:09","thesis",,,"show",,,,"","","","","","","","","","",,,,"Maharani","Whidya","","","19.11.3124","","Supriatin","Supriatin","","","Universitas AMIKOM Yogyakarta","PERANCANGAN DAN IMPLEMENTASI WEBSITE SEBAGAI MEDIA INFORMASI PADA TOKO HALMAHERA MUSIK KLATEN MENGGUNAKAN PHP DAN MARIADB","pub","000.000.003","if","restricted",,,"Website, PHP, MariaDB, Metode Waterfall",,"Halmahera Musik Klaten adalah salah satu toko alat musik di Klaten, yang
menawarkan jual beli alat musik, sound system, dan peralatan lainnya serta
menyediakan layanan perbaikan alat musik dan membuka les musik. Untuk
mengetahui informasi tentang barang apa saja yang tersedia di toko Halmahera
Musik Klaten, pengunjung perlu datang langsung ke toko tersebut, sehingga metode
ini tidak efisien untuk mendapatkan informasi terutama karena sudah banyak
pelanggan toko ini yang berada di luar kota. Oleh karena itu, diperlukan media yang
dapat memberikan informasi secara lebih efisien. Tujuan dari penelitian ini adalah
membuat sebuah website yang berisi informasi tentang barang apa saja yang
tersedia di toko Halmahera Musik Klaten dan membuat website untuk admin dalam
mengelola data yang terdapat di toko Halmahera Musik Klaten. Website ini
dirancang menggunakan bahasa pemrograman PHP dan MariaDB sebagai database
untuk menyimpan data yang akan dibutuhkan oleh website, serta menggunakan
metode waterfall sebagai metode pengembangan sistem. Website ini memiliki
halaman untuk pengguna yang berisi informasi mengenai toko ini, dan halaman
yang hanya dapat diakses oleh admin untuk membantu admin dalam memperbarui
informasi di toko. Pengujian yang dilakukan memberikan hasil yang diharapkan.","2023-06-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"21156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18587","23","archive","12",,,"disk0/00/01/85/87","2023-04-14 02:15:47","2023-08-01 06:09:20","2023-04-14 02:15:47","thesis",,,"show",,,,"","","","","","","","","","",,,,"Mahardika","Abi Surya","","","17.11.1714","","Saputro","Uyock Anggoro","","","Universitas AMIKOM Yogyakarta","PERANCANGAN DAN PEMBUATAN DIGITAL REEF LIGHT SYSTEM GUNA MEMAKSIMALKAN CORAL GROWTH","pub","000.000.000A","if","restricted",,,"Digital Reef Light System, Microcontroller, Wemos, IOT.",,,"2023-01-19","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22447","24","archive","12",,,"disk0/00/02/24/47","2023-11-01 07:50:32","2023-11-01 07:50:32","2023-11-01 07:50:32","thesis",,,"show",,,,"","","","","","","","","","",,,,"Mahendra","Deri Yusni Elsa","","","19.11.2962","","Slameto","Andika Agus","","","Universitas AMIKOM Yogyakarta","IMPLEMENTASI KEAMANAN JARINGAN MENGGUNAKAN TEKNIK DEMILITARIZED ZONE DI VIRTUAL BOX","pub","000.000.004","if","restricted",,,"Demilitarized Zone, Keamanan jaringan, Virtual Box",,,"2023-07-24","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22377","51","archive","12",,,"disk0/00/02/23/77","2023-11-01 03:50:13","2023-11-01 03:50:13","2023-11-01 03:50:13","thesis",,,"show",,,,"","","","","","","","","","",,,,"Mahendra","Ridho","","","18.11.2147","","Santoso","Banu","","","Universitas AMIKOM Yogyakarta","IMPLEMENTASI ALGORITMA YOLOv7 DALAM MENDETEKSI KENDARAAN DI JALAN RAYA","pub","000.000.004","if","restricted",,,"YOLOv7, Deteksi Objek, Computer Vision, Kendaraan",,"Dalam beberapa tahun terakhir pemasangan CCTV pada jalan raya semakin
meningkat. Hal tersebut bertujuan agar pihak pemerintah dapat memantau aktivitas
pengguna jalan, selain itu penggunaan CCTV juga sangat berguna untuk
mengetahui pengguna jalan yang melanggar aturan. Perangkat ini biasanya
dipasang pada persimpangan dan lampu merah. Namun seiring dengan
perkembangan teknologi, kamera CCTV tidak lagi memerlukan manusia untuk
memantau secara manual. Pendeteksian dapat dilakukan secara otomatis dengan
bantuan program yang diintegrasikan dengan kamera CCTV.
Teknologi computer vision menggunakan pendekatan deep learning adalah
cara yang biasa digunakan dalam pendeteksian secara otomatis. Dari beberapa
algoritma deep learning terdapat satu metode yang populer dan diklaim paling
akurat dalam mendeteksi objek. Metode yang dimaksud ialah YOLO (You Only
Look Once) dengan basis Convolutional Neural Network (CNN). Berdasarkan hal
tersebut disini peneliti akan mencoba menerapkan metode terbaru yaitu YOLOv7
menggunakan dataset custom yang diambil melalui website CCTV pemerintah
Yogyakarta berupa rekaman. Kemudian data tersebut dianotasi dan dilatih
menggunakan pre-trained weights yolo7x dan teknik transfer learning.
Hasil dari penelitian yang dilakukan, F1-Score yang didapatkan adalah
0.638 dengan nilai Precision 0.941, Recall 0.875, dan mAP 0.729. F1-Score
merupakan parameter yang digunakan untuk menghitung seberapa bagus performa
dari model yang sudah dibuat. Artinya berdasarkan dari F1-Score performa dari
model yang dibuat peneliti terbilang cukup baik.","2023-08-15","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"18409","26","archive","12",,,"disk0/00/01/84/09","2023-04-12 04:21:05","2023-07-26 07:00:44","2023-04-12 04:21:05","thesis",,,"show",,,,"","","","","","","","","","",,,,"Mahfudhoh","Miladdiena Maharani","","","17.61.0113","","Aziza","Rifda Faticha Alfa","","","Universitas AMIKOM Yogyakarta","ANALISIS KUALITAS WEBSITE PETABENCANA.ID MENGGUNAKAN METODE WEBQUAL 4.0 DAN IMPORTANCE PERFORMANCE 
ANALYSIS (IPA)","pub","000.000.005","if","restricted",,,"Webqual 4.0, IPA, Kualitas Website.",,"Petabencana.id adalah website penyedia layanan berbagi informasi bencana secara real-time yang dapat digunakan oleh siapa saja, baik responden pertama, instansi pemerintah, maupun warga.
Sebagai platform berbagi informasi, diperlukan pengukuran untuk mengetahui sejauh mana tingkat kualitas website
Petabencana.id. 
Metodologi pengumpulan data dilakukan melalui kuesioner, studi literatur,
dan wawancara. Metode analisis yang digunakan yaitu Webqual 4.0 dan Importance
Performance
Analysis
(IPA).
Pengujian
dilakukan
menggunakan
software

SPSS.

Dari
kuesioner
yang
dibagikan,
didapat
35
responden
yang
berdomsili
di

Kabupaten
Bantul.
Penelitian
menggunakan
metode
Webqual
4.0
dan
IPA,
dengan

hasil

perhitungan rata-rata nilai kesenjangan (GAP) -0,76 yang artinya website
masih memerlukan peningkatan kualitas karena belum memenuhi harapan
pengguna. Menurut hasil analisis kuadran IPA, terdapat 7 indikator yang menjadi
prioritas utama, 2 indikator yang dipertahankan kinerjanya, 1 indikator prioritas
rendah, dan 4 indikator yang dianggap berlebihan.","2023-01-17","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23474","24","archive","12",,,"disk0/00/02/34/74","2024-01-09 06:42:23","2024-01-09 06:42:23","2024-01-09 06:42:23","thesis",,,"show",,,,"","","","","","","","","","",,,,"Majid","Muhammad Arif Kholis","","","18.11.2507","","Sasongko","Theopilus Bayu","","","Universitas AMIKOM Yogyakarta","KLASIFIKASI TWEET TENTANG SHOPEEFOOD PADA MEDIA
SOSIAL TWITTER BERDASARKAN ANALISIS SENTIMEN
DENGAN ALGORITMA NAIVE BAYES","pub","000.000.003","if","restricted",,,"Analisis Sentimen, Naïve Bayes Classifier, ShopeeFood, Twitter",,"Shopee adalah salah satu marketplace favorit yang paling digunakan
masyarakat Indonesia dengan berbagai promo cashback, gratis ongkir, hingga
promo kerjasama dengan instansi lain. Shopee mampu menarik para penjual dan
pembeli online untuk bertransaksi disana. Baru - baru ini hadir layanan baru dari
shopee yaitu ShopeeFood. Layanan ShopeeFood terbuka bagi para pebisnis kuliner
yang ingin menjajakan bisnisnya ke kalangan masyarakat luas. ShopeeFood juga
akan memudahkan konsumen untuk bisa mendapatkan produk makanan dan
minuman dengan cepat dan tentunya murah.
 
Keberadaan ShopeeFood tentunya sangat membantu para pebisnis kuliner 
untuk menjajakan makanannya, tentunya yang sangat diharapkan adalah pelayanan
yang diberikan. Cara melihat apakah baik atau buruk pelayanannya adalah dengan
melihat dari komentar-komentar baik positif maupun negatif atas pelayanan yang
sudah diberikan. Keberadaan komentar-komentar inilah yang akan menjadi
pertimbangan bagi masyarakat untuk mengambil tindakan, apakah akan
mendownload atau melakukan trasaksi di ShopeeFood. Penelitian ini akan
memanfaatkan media sosial twitter untuk mencari pendapat tentang ShopeeFood
lewat tweet. Tweet yang ada dapat kita rubah menjadi sebuah informasi data. Tweet
tersebut nantinya akan dilakukan klasifikasi berdasarkan analisis sentimen
menggunakan algoritma Naïve Bayes Classifier.
Klasifikasi Tweet tentang Shopeefood pada media sosial Twitter
berdasarkan analisis sentimen dengan Algoritma Naive Bayes menghasilkan
Precission positif 0,896 dan negative 0,764, Recall positif  0,472 dan negatif 0,969,
F1-score positif 0,613 dan negative 0,855, dan akurasi 0,78.","2023-09-18","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23278","22","archive","12",,,"disk0/00/02/32/78","2024-01-05 03:52:58","2024-01-05 03:52:58","2024-01-05 03:52:58","thesis",,,"show",,,,"","","","","","","","","","",,,,"Maksum","Muhammad Iqbal","","","Muhammad Iqbal","","Pradnya D","Windha Mega","","","Universitas AMIKOM Yogyakarta","{LAPORAN MAGANG} LAPORAN MAGANG INFORMASI DAN KOMUNIKASI PEREKONOMIAN DAN MARITIM KEMENTERIAN KOMUNIKASI DAN INFORMATIKA REPUBLIK INDONESIA","pub","000.000.000A","if","restricted",,,"Komunikasi, Perekonomian, Kementrian",,"Abstrak  Praktek magang ini bertujuan untuk mengetahui Proses Produksi konten di IKPM MKominfo RI. Pelaksanaan magang pada tanggal  1 November 2022 – 7 Februari 2023 di IKPM Kominfo RI. Metode dasar yang digunakan dalam praktik magang ini adalah Observasi, Praktek Lapangan, Wawancara, dan Studi Pustaka. Sedangkan pemilihan lokasi praktek
magang adalah secara sengaja di Kominfo RI dan dipilih karena instansi tersebut merupakan
instansi yang mengolah media-media komunikasi dan informasi Indonesia , selain itu Kominfo
Ri merupakan instansi Media Informasi dalam negeri yang cukup besar. Proses pengolahan
konten media urutannya adalah sebagai berikut proses pembuatan ide media, pembuatan media
desain serta informasi yang akan disebarkan. Pada proses produksi harus diperhatikan
pengendalian mutunya pada setiap tahap agar didapat konten yang berkualitas baik. Hasil
praktek magang menunjukkan bahwa proses pembuatan media konten dilakukan dengan baik
sehingga  proses produksi harus dilakukan penyaringan berbagai bahan media yang
mempengaruhi konten terbaru.","2023-10-19","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22135","23","archive","12",,,"disk0/00/02/21/35","2023-10-27 07:50:52","2023-10-27 07:50:52","2023-10-27 07:50:52","thesis",,,"show",,,,"","","","","","","","","","",,,,"Malindra","Alvina Safitri Putri","","","19.61.0169","","Verawati","Ike","","","Universitas AMIKOM Yogyakarta","{ARTIST PROJECT PERUSAHAAN} PROJECT ANALYTIC DASHBOARD DI TELEPERFORMANCE","pub","000.000.000A","if","restricted",,,"Data Analysis, Teleperformance, Business Intelligence Analyst, Dashboard, Power BI, Tableau, UiPath Dashboard, Data Management, Data Warehouse, Data Visualization",,"Laporan ini menyajikan gambaran komprehensif tentang peran penulis
sebagai Analis Business Intelligence di Teleperformance, sebuah entitas global
yang mengkhususkan diri dalam Operasi Proses Bisnis (BPO) dan solusi
manajemen hubungan pelanggan (CRM). Fokus laporan ini adalah pada
keterlibatan penulis dalam berbagai proyek pengelolaan dan analisis data,
terutama berkaitan dengan pengembangan dashboard interaktif menggunakan
alat-alat seperti Power BI, Tableau, dan UiPath Dashboard. Latar belakang
menguraikan upaya akademis penulis di dalam bidang Informatika, dengan minat
yang kuat pada konsentrasi Pemrograman, khususnya dalam ranah Big Data.
Narasi mengulas tentang cakupan luas Big Data, menyoroti pentingnya dalam
mengumpulkan, menyimpan, memproses, menganalisis, dan memanfaatkan
kumpulan data besar dan kompleks. Perjalanan penulis dalam bidang ini
diilustrasikan melalui keterlibatannya sebagai Analis di bawah departemen
Analis Business Intelligence di Teleperformance, berkontribusi pada peningkatan
proses bisnis.","2023-08-16","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22167","25","archive","12",,,"disk0/00/02/21/67","2023-10-30 02:58:55","2023-10-30 02:58:55","2023-10-30 02:58:55","thesis",,,"show",,,,"","","","","","","","","","",,,,"Manafe","Immanuel Yofi Zakarias","","","19.11.2737","","Seniwati","Erni","","","Universitas AMIKOM Yogyakarta","ANALISIS SENTIMEN PENGGUNA DI GOOGLE PLAY STORE MENGENAI APLIKASI TIKTOK MENGGUNAKAN ALGORITMA NAÏVE BAYES","pub","000.000.000A","if","restricted",,,"Analisis sentimen, Naïve bayes, Tiktok",,"TikTok adalah sebuah aplikasi yang telah diunduh lebih dari 500 juta kali dari Google Play Store, dan biasanya
dimanfaatkan oleh content creator untuk membuat video-video singkat yang dapat dinikmati oleh orang lain.
Dengan semakin banyaknya pengguna Tiktok, membuat penggunanya memberikan pendapat mereka mengenai
aplikasi tersebut di media sosoial. Peneliti ingin melakukan riset mengenai kinerja aplikasi tersebut melalui
pendapat pengguna Tiktok yang diutarakan di Google Play Store. Penelitian dilakukan dengan mengumpulkan
data dari Google Play Store dan mengklasifikasikan sentimen menjadi positif, negatif, atau netral. Tahap-tahap
pada penelitian ini adalah data cleaning, case folding, tokenizing, filtering, stemming. Kemudian menghitung
bobot tiap kata menggunakan TF-IDF. Metode analisis sentiment yang digunakan yaitu Naïve Bayes Classifier
(NBC). Penelitian ini dapat memberikan manfaat bagi contentcreator dan pemerintah dalam memantau sentiment
publik tentang aplikasi TikTok. Selain itu, hasil penelitian juga dapat menjadi acuan bagi penelitian selanjutnya
dalam pengembangan metode analisis sentimen. Hasil pengujian dari 10000 data menggunakan metode Naïve
Bayes di peroleh rata-rata recall 94%, precision 89% dan akurasi 85%.","2023-08-15","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
